CITYNAME,PLACES_ID,RATINGS,TIME(HOURS),COST
Cuttack,167,3.5,1.7,811
Cuttack,168,3.7,9.6,553
Cuttack,169,1.7,7.2,424
Cuttack,170,1.5,7.1,43
Cuttack,171,3.3,4.7,304
Cuttack,172,1.8,1.1,719
Cuttack,173,1.8,3.8,314
Cuttack,174,2.8,9.8,764
Cuttack,175,3.2,5.4,486
Cuttack,176,2.0,3.4,477
Cuttack,177,4.0,5.0,208
Cuttack,178,1.2,7.3,540
Cuttack,179,4.8,7.4,718
Cuttack,180,3.0,7.1,328
Cuttack,181,4.4,6.4,133
Cuttack,182,2.2,4.7,219
Cuttack,183,2.5,9.8,652
Cuttack,184,4.2,9.9,312
Cuttack,185,1.3,5.9,382
Cuttack,186,4.4,9.5,83
Cuttack,187,1.7,6.6,30
Cuttack,188,3.3,8.4,750
Cuttack,189,3.0,5.0,925
Cuttack,190,3.9,7.4,775
Cuttack,191,3.8,5.9,820
Cuttack,192,1.9,5.9,157
Cuttack,193,3.4,5.9,88
Cuttack,194,2.9,10.0,608
Cuttack,195,3.1,2.8,284
Cuttack,196,1.6,1.7,228
Cuttack,197,1.5,4.9,899
Cuttack,198,3.8,8.8,145
Cuttack,199,1.7,9.4,605
Cuttack,200,4.5,2.0,771
Cuttack,201,2.9,9.9,142
Cuttack,202,4.6,6.9,797
Cuttack,203,4.6,7.1,759
Cuttack,204,1.8,1.8,128
Cuttack,205,2.4,6.1,232
Cuttack,206,3.6,4.0,724
Cuttack,207,3.1,7.9,803
Cuttack,208,3.0,8.7,485
Cuttack,209,2.5,5.1,116
Cuttack,210,3.2,8.2,207
Cuttack,211,2.6,3.9,238
Cuttack,212,1.1,9.4,780
Cuttack,213,4.0,6.8,342
Cuttack,214,2.0,8.4,746
Cuttack,215,4.8,1.0,129
Cuttack,216,1.2,8.9,597
Cuttack,217,3.8,5.5,61
Cuttack,218,3.1,2.2,180
Cuttack,219,3.2,7.1,388
Cuttack,220,3.2,8.9,779
Cuttack,221,1.4,6.4,609
Cuttack,222,1.3,2.1,78
Cuttack,223,1.7,5.6,982
Cuttack,224,1.7,7.8,179
Cuttack,225,2.0,5.4,978
Cuttack,226,4.1,4.1,889
Cuttack,227,2.4,3.9,989
Cuttack,228,2.2,6.5,611
Cuttack,229,1.4,2.9,530
Cuttack,230,2.0,4.4,888
Cuttack,231,4.7,8.2,494
Cuttack,232,2.9,7.7,754
Cuttack,233,4.2,7.5,462
Cuttack,234,2.4,8.2,211
Cuttack,235,3.4,4.8,511
Cuttack,236,4.5,3.1,124
Cuttack,237,2.9,1.5,702
Cuttack,238,4.0,9.0,740
Cuttack,239,3.8,9.3,438
Cuttack,240,4.3,9.1,658
Cuttack,241,3.3,2.6,845
Cuttack,242,1.3,4.5,597
Cuttack,243,1.3,5.4,897
Cuttack,244,3.1,2.9,747
Cuttack,245,4.5,3.1,186
Cuttack,246,3.2,1.6,568
Cuttack,247,2.5,1.9,615
Cuttack,248,4.5,6.0,609
Cuttack,249,3.7,1.3,382
Cuttack,250,3.6,8.6,90
Cuttack,251,5.0,4.1,469
Cuttack,252,4.4,5.1,468
Cuttack,253,4.8,6.1,547
Cuttack,254,2.0,5.0,399
Cuttack,255,2.7,5.5,932
Cuttack,256,1.5,6.7,997
Kolkata,257,3.5,10.0,443
Kolkata,258,2.0,4.4,706
Kolkata,259,3.9,5.3,581
Kolkata,260,4.7,4.7,878
Kolkata,261,1.4,4.6,983
Kolkata,262,4.6,9.7,946
Kolkata,263,2.8,9.4,441
Kolkata,264,1.7,7.9,503
Kolkata,265,1.6,3.0,776
Kolkata,266,4.2,6.4,61
Kolkata,267,4.5,4.5,207
Kolkata,268,3.4,6.2,535
Kolkata,269,3.6,1.4,105
Kolkata,270,3.0,8.5,726
Kolkata,271,3.8,2.5,495
Kolkata,272,2.2,9.8,940
Kolkata,273,4.3,2.4,238
Kolkata,274,2.0,5.1,795
Kolkata,275,3.3,4.1,308
Kolkata,276,1.4,9.6,567
Kolkata,277,1.5,5.8,286
Kolkata,278,1.8,6.3,37
Kolkata,279,2.8,7.0,791
Kolkata,280,4.8,9.8,198
Kolkata,281,1.5,5.3,889
Kolkata,282,4.0,8.4,818
Kolkata,283,3.6,8.8,502
Kolkata,284,2.2,9.0,132
Kolkata,285,2.0,9.0,526
Kolkata,286,4.4,5.8,963
Kolkata,287,4.7,7.5,508
Kolkata,288,1.8,9.7,519
Kolkata,289,3.1,6.5,44
Kolkata,290,2.1,4.6,576
Kolkata,291,4.6,8.1,280
Kolkata,292,3.5,7.0,443
Kolkata,293,2.3,6.2,944
Kolkata,294,4.0,8.2,604
Kolkata,295,4.6,8.4,858
Kolkata,296,2.3,5.3,271
Kolkata,297,1.8,1.3,825
Kolkata,298,1.2,1.9,397
Kolkata,299,2.1,1.6,565
Kolkata,300,2.7,3.0,371
Kolkata,301,4.1,7.3,648
Kolkata,302,4.6,3.3,530
Kolkata,303,1.8,4.9,477
Kolkata,304,4.6,8.9,827
Kolkata,305,1.8,4.0,222
Kolkata,306,2.6,1.9,474
Kolkata,307,3.3,1.1,567
Kolkata,308,1.7,9.6,877
Kolkata,309,1.4,5.5,631
Kolkata,310,3.8,5.9,780
Kolkata,311,2.4,6.8,310
Kolkata,312,3.3,4.0,798
Kolkata,313,2.5,6.0,984
Kolkata,314,2.2,3.6,518
Kolkata,315,4.5,5.3,521
Kolkata,316,4.5,1.5,965
Kolkata,317,1.8,5.1,511
Kolkata,318,2.7,7.5,988
Kolkata,319,4.3,2.0,712
Kolkata,320,4.9,1.5,591
Kolkata,321,2.1,4.4,215
Kolkata,322,4.6,1.6,927
Kolkata,323,1.6,8.2,789
Kolkata,324,4.0,6.2,337
Kolkata,325,3.5,1.3,146
Kolkata,326,2.2,3.0,230
Kolkata,327,3.1,8.0,481
Kolkata,328,4.5,7.8,253
Kolkata,329,2.9,1.4,782
Kolkata,330,2.9,8.5,427
Kolkata,331,4.5,5.9,33
Kolkata,332,4.1,4.5,702
Kolkata,333,3.6,8.5,839
Kolkata,334,4.8,6.2,981
Kolkata,335,2.0,5.0,195
Kolkata,336,2.7,3.9,843
Kolkata,337,1.9,7.1,727
Kolkata,338,1.4,1.9,780
Kolkata,339,4.4,7.0,820
Kolkata,340,1.6,9.7,877
Kolkata,341,4.8,8.2,378
Kolkata,342,3.6,8.3,450
Kolkata,343,2.1,2.2,967
Kolkata,344,4.4,3.1,179
Kolkata,345,4.6,8.5,783
Kolkata,346,1.0,3.0,743
Kolkata,347,2.2,6.4,891
Kolkata,348,2.9,7.5,856
Kolkata,349,3.4,9.3,408
Kolkata,350,1.5,8.5,216
Kolkata,351,1.1,7.0,278
Kolkata,352,1.9,6.7,140
Kolkata,353,2.0,5.3,17
Kolkata,354,5.0,9.0,163
Kolkata,355,2.4,2.8,399
Kolkata,356,4.7,8.6,541
Kolkata,357,4.1,5.8,468
Kolkata,358,3.8,9.3,951
Kolkata,359,3.3,1.3,402
Kolkata,360,1.3,8.3,858
Kolkata,361,2.9,9.8,348
Kolkata,362,4.2,2.7,393
Kolkata,363,5.0,6.8,459
Kolkata,364,4.9,8.1,263
Kolkata,365,3.5,3.5,531
Kolkata,366,4.5,9.1,750
Kolkata,367,4.1,7.4,153
Kolkata,368,1.8,7.6,27
Kolkata,369,3.4,5.6,701
Kolkata,370,3.8,8.1,80
Kolkata,371,2.1,4.0,701
Kolkata,372,3.8,5.0,229
Kolkata,373,2.7,6.1,595
Kolkata,374,3.9,3.3,261
Kolkata,375,1.1,7.4,952
Kolkata,376,2.6,7.9,919
Kolkata,377,1.1,9.7,588
Kolkata,378,4.3,6.4,517
Kolkata,379,4.9,9.1,474
Kolkata,380,2.9,2.1,880
Kolkata,381,4.7,4.2,323
Kolkata,382,2.2,6.5,391
Kolkata,383,1.9,5.9,903
Kolkata,384,1.0,4.9,692
Visakhapatnam,385,1.8,7.4,680
Visakhapatnam,386,1.9,6.8,229
Visakhapatnam,387,2.7,2.5,399
Visakhapatnam,388,2.1,7.9,138
Visakhapatnam,389,4.9,6.2,629
Visakhapatnam,390,4.3,5.6,889
Visakhapatnam,391,2.8,7.4,820
Visakhapatnam,392,1.7,1.4,827
Visakhapatnam,393,4.0,5.1,25
Visakhapatnam,394,1.5,4.9,834
Visakhapatnam,395,4.7,1.3,913
Visakhapatnam,396,3.8,6.3,266
Visakhapatnam,397,2.8,3.7,693
Visakhapatnam,398,2.3,2.6,691
Visakhapatnam,399,3.5,1.4,511
Visakhapatnam,400,4.2,1.4,41
Visakhapatnam,401,3.0,3.8,499
Visakhapatnam,402,4.6,3.5,241
Visakhapatnam,403,2.9,2.5,203
Visakhapatnam,404,5.0,9.7,553
Visakhapatnam,405,2.9,5.5,472
Visakhapatnam,406,1.5,4.2,626
Visakhapatnam,407,2.3,6.7,444
Visakhapatnam,408,2.6,3.2,939
Visakhapatnam,409,2.7,9.1,894
Visakhapatnam,410,4.1,1.1,427
Visakhapatnam,411,4.3,7.0,672
Visakhapatnam,412,2.6,2.9,285
Visakhapatnam,413,1.6,3.0,780
Visakhapatnam,414,4.5,4.7,751
Visakhapatnam,415,1.9,6.4,433
Visakhapatnam,416,4.8,1.0,302
Visakhapatnam,417,3.1,5.2,496
Visakhapatnam,418,2.0,3.7,155
Visakhapatnam,419,2.2,3.9,256
Visakhapatnam,420,3.2,6.9,310
Visakhapatnam,421,4.0,1.3,636
Visakhapatnam,422,2.8,1.1,739
Visakhapatnam,423,3.1,3.9,528
Visakhapatnam,424,2.4,1.9,398
Visakhapatnam,425,1.3,2.9,604
Visakhapatnam,426,1.1,4.4,323
Visakhapatnam,427,2.3,3.8,220
Visakhapatnam,428,1.1,7.3,535
Visakhapatnam,429,1.5,7.2,259
Visakhapatnam,430,1.9,8.0,840
Visakhapatnam,431,3.8,8.6,628
Visakhapatnam,432,1.8,2.0,793
Visakhapatnam,433,2.7,2.7,238
Visakhapatnam,434,3.7,8.1,97
Visakhapatnam,435,3.7,9.5,388
Visakhapatnam,436,3.3,1.7,180
Visakhapatnam,437,1.0,7.1,931
Visakhapatnam,438,3.8,5.0,394
Visakhapatnam,439,4.0,4.9,660
Visakhapatnam,440,2.2,5.4,621
Visakhapatnam,441,1.4,3.2,981
Visakhapatnam,442,4.9,9.8,632
Visakhapatnam,443,3.0,5.1,564
Visakhapatnam,444,3.7,2.8,31
Visakhapatnam,445,3.2,5.9,237
Visakhapatnam,446,1.9,7.7,45
Visakhapatnam,447,1.8,9.3,114
Visakhapatnam,448,3.5,7.9,945
Visakhapatnam,449,4.3,5.3,681
Visakhapatnam,450,1.2,8.4,495
Visakhapatnam,451,1.1,5.7,634
Visakhapatnam,452,1.1,4.1,158
Visakhapatnam,453,2.8,8.1,621
Visakhapatnam,454,2.6,6.9,814
Visakhapatnam,455,4.8,6.3,605
Visakhapatnam,456,2.2,3.9,593
Visakhapatnam,457,2.5,7.6,194
Visakhapatnam,458,5.0,5.3,620
Visakhapatnam,459,3.6,1.3,941
Visakhapatnam,460,2.5,2.1,795
Visakhapatnam,461,2.2,8.0,60
Visakhapatnam,462,1.2,1.6,705
Visakhapatnam,463,4.3,7.9,768
Visakhapatnam,464,1.4,6.0,110
Visakhapatnam,465,1.7,1.1,43
Visakhapatnam,466,2.6,8.6,282
Visakhapatnam,467,4.6,4.0,104
Visakhapatnam,468,1.8,3.1,121
Visakhapatnam,469,2.4,1.6,472
Visakhapatnam,470,1.2,4.5,282
Visakhapatnam,471,4.5,5.4,671
Visakhapatnam,472,4.9,4.0,707
Visakhapatnam,473,2.8,7.2,546
Visakhapatnam,474,3.8,7.8,341
Visakhapatnam,475,3.6,9.5,412
Visakhapatnam,476,3.6,4.8,644
Visakhapatnam,477,3.3,2.5,558
Visakhapatnam,478,3.1,4.5,451
Visakhapatnam,479,4.2,5.3,575
Visakhapatnam,480,2.7,3.4,860
Visakhapatnam,481,2.6,6.7,78
Visakhapatnam,482,4.6,7.0,231
Visakhapatnam,483,1.6,1.3,870
Visakhapatnam,484,4.6,3.7,282
Visakhapatnam,485,2.2,6.4,36
Visakhapatnam,486,3.3,9.8,844
Visakhapatnam,487,3.7,2.8,566
Visakhapatnam,488,3.5,9.2,350
Visakhapatnam,489,1.3,1.8,224
Visakhapatnam,490,3.6,6.4,169
Visakhapatnam,491,1.7,4.6,404
Visakhapatnam,492,3.7,6.2,956
Visakhapatnam,493,2.5,3.4,801
Visakhapatnam,494,2.3,1.6,387
Visakhapatnam,495,1.5,1.2,557
Visakhapatnam,496,3.5,3.9,110
Visakhapatnam,497,3.7,2.6,19
Visakhapatnam,498,1.2,2.4,950
Visakhapatnam,499,4.5,6.5,66
Visakhapatnam,500,4.8,6.1,386
Visakhapatnam,501,2.2,5.3,404
Visakhapatnam,502,1.7,6.0,941
Visakhapatnam,503,3.0,1.3,157
Visakhapatnam,504,3.9,7.8,977
Visakhapatnam,505,4.3,7.3,598
Visakhapatnam,506,2.7,5.5,944
Visakhapatnam,507,2.5,3.2,781
Visakhapatnam,508,2.7,5.3,13
Visakhapatnam,509,4.1,8.3,200
Visakhapatnam,510,4.9,4.2,287
Visakhapatnam,511,1.7,3.3,522
Visakhapatnam,512,4.7,8.4,712
